trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed,is_circular_trip,datetime,sched_dep_datetime,sched_arr_datetime,hour,day_name,is_weekend,month,week_of_year,time_of_day_bucket,total_delay,delay_change,is_early_departure,is_early_arrival,trip_duration_scheduled,severe_delay,transport_type_enc,weather_condition_enc,event_type_enc,season_enc,weather_severity_index,feels_like_impact,event_impact_score,congestion_weather_combo,station_avg_dep_delay,station_delay_rate,route_avg_delay,route_delay_rate,actual_departure_delay_min_z,actual_arrival_delay_min_z,temperature_C_z,humidity_percent_z,wind_speed_kmh_z,precipitation_mm_z,event_attendance_est_z,traffic_congestion_index_z,total_delay_z,delay_change_z,trip_duration_scheduled_z,weather_severity_index_z,feels_like_impact_z,event_impact_score_z,congestion_weather_combo_z,actual_departure_delay_min_mm,actual_arrival_delay_min_mm,temperature_C_mm,humidity_percent_mm,wind_speed_kmh_mm,precipitation_mm_mm,event_attendance_est_mm,traffic_congestion_index_mm,total_delay_mm,delay_change_mm,trip_duration_scheduled_mm,weather_severity_index_mm,feels_like_impact_mm,event_impact_score_mm,congestion_weather_combo_mm
T01742,2023-01-19,08:30:00,Train,Route_19,Station_34,Station_24,08:30:00,09:05:00,16,7,Rain,5.8,39,45,7.5,None,0,24,0,1,3,Spring,1,0,2023-01-19T03:00:00Z,2023-01-19T03:00:00Z,2023-01-19T03:35:00Z,8,Thursday,0,1,3,Morning,23,-9,0,0,35,0,3,4,0,2,0.3787,2.61,0,9.0888,9.57,71.43,13.36,76.84,1.1665,-0.6801,-0.812,-1.2645,0.9094,-0.4083,-0.6329,-0.898,0.089,-1.2122,-0.1767,-0.3377,-0.3802,-0.5248,-0.7628,0.8571,0.3125,0.27,0.1304,0.7627,0.375,0,0.2424,0.5192,0.2453,0.4419,0.3766,0.2347,0,0.097
T01743,2023-01-19,08:45:00,Tram,Route_10,Station_3,Station_35,08:46:00,09:23:00,2,27,Rain,11.4,86,3,19.7,Sports,5000,22,0,0,3,Autumn,1,0,2023-01-19T03:15:00Z,2023-01-19T03:16:00Z,2023-01-19T03:53:00Z,8,Thursday,0,1,3,Morning,29,25,0,0,37,1,4,4,5,4,0.4091,0.342,110,9.0002,8.2,70.73,11.81,70.93,-1.067,1.4728,-0.3242,1.0468,-1.5234,1.7019,1.9237,-0.9664,0.6262,1.8117,-3e-4,-0.1898,-0.87,0.3958,-0.7678,0.1905,0.9375,0.41,0.8116,0.0508,0.985,1,0.2222,0.6346,0.8868,0.4884,0.4074,0.1372,0.2222,0.0961
T01744,2023-01-19,09:00:00,Train,Route_18,Station_24,Station_14,09:03:00,09:53:00,-1,0,Storm,23.4,33,56,0.7,None,0,73,0,0,3,Winter,0,0,2023-01-19T03:30:00Z,2023-01-19T03:33:00Z,2023-01-19T04:23:00Z,9,Thursday,0,1,3,Morning,-1,1,1,0,50,0,3,6,0,1,0.5987,13.104,0,43.7051,8.4,80,14.13,75.25,-1.5456,-1.4336,0.7212,-1.5596,1.5465,-1.5845,-0.6329,0.7786,-2.0597,-0.3228,1.146,0.7327,1.8864,-0.5248,1.2053,0.0476,0.0938,0.71,0.0435,0.9492,0.035,0,0.73740000000000006,0.0577,0.434,0.7907,0.5996,0.6858,0,0.4666
T01745,2023-01-19,09:15:00,Train,Route_3,Station_42,Station_14,09:15:00,09:59:00,12,23,Rain,15.5,72,29,13.2,Sports,0,29,0,1,3,Winter,1,0,2023-01-19T03:45:00Z,2023-01-19T03:45:00Z,2023-01-19T04:29:00Z,9,Thursday,0,1,3,Morning,35,11,0,0,44,1,3,4,5,1,0.4113,4.495,0,11.9277,9.83,75,13.07,71.93,0.5284,1.0422,0.033,0.3583,-0.0174,0.5776,-0.6329,-0.7269,1.1634,0.5665,0.6169,-0.179,0.027,-0.5248,-0.6014,0.6667,0.8125,0.5125,0.6087,0.4915,0.66,0,0.2929,0.75,0.6226,0.6512,0.4096,0.3157,0,0.1273
T01746,2023-01-19,09:30:00,Metro,Route_11,Station_9,Station_10,09:33:00,10:20:00,-1,6,Rain,32.2,92,40,5.3,None,0,96,0,0,3,Autumn,1,0,2023-01-19T04:00:00Z,2023-01-19T04:03:00Z,2023-01-19T04:50:00Z,9,Thursday,0,1,3,Morning,5,7,1,0,47,0,2,4,0,4,0.3093,12.88,0,29.6928,6.95,70.27,13.34,72.73,-1.5456,-0.7878,1.4878,1.3418,0.6198,-0.7889,-0.6329,1.5656,-1.5226,0.2108,0.8814,-0.6753,1.838,-0.5248,0.4086,0.0476,0.2812,0.93,0.8986,0.678,0.265,0,0.9697,0.1731,0.5472,0.7209,0.3063,0.6762,0,0.317
T01747,2023-01-19,09:45:00,Bus,Route_15,Station_26,Station_12,09:45:00,10:21:00,8,26,Snow,24.5,72,16,2.6,None,0,10,0,0,3,Autumn,1,0,2023-01-19T04:15:00Z,2023-01-19T04:15:00Z,2023-01-19T04:51:00Z,9,Thursday,0,1,3,Morning,34,18,0,0,36,1,1,5,0,4,0.4333,3.92,0,4.333,7.39,80.49,13.99,77.68,-0.1098,1.3652,0.817,0.3583,-0.7704,-1.2559,-0.6329,-1.377,1.0738,1.1891,-0.0885,-0.072,-0.0972,-0.5248,-1.0332,0.4762,0.9062,0.7375,0.6087,0.2712,0.13,0,0.101,0.7308,0.7547,0.4651,0.4319,0.291,0,0.0463
T01748,2023-01-19,10:00:00,Tram,Route_11,Station_20,Station_38,10:04:00,10:49:00,10,16,Snow,17.6,96,2,11.6,None,5000,34,0,1,3,Summer,1,0,2023-01-19T04:30:00Z,2023-01-19T04:34:00Z,2023-01-19T05:19:00Z,10,Thursday,0,1,3,Morning,26,6,0,0,45,1,4,5,0,3,0.5421,0.352,170,18.4314,9.05,72.09,13.34,72.73,0.2093,0.2887,0.2159,1.5385,-1.5814,0.3008,1.9237,-0.5558,0.3576,0.1218,0.7051,0.4573,-0.8679,0.8979,-0.2316,0.5714,0.5938,0.565,0.9565,0.0339,0.58,1,0.3434,0.5769,0.5283,0.6744,0.5422,0.1376,0.3434,0.1968
T01749,2023-01-19,10:15:00,Tram,Route_17,Station_40,Station_44,10:18:00,11:13:00,7,25,Fog,30.5,80,12,6.1,None,0,26,0,0,3,Autumn,1,0,2023-01-19T04:45:00Z,2023-01-19T04:48:00Z,2023-01-19T05:43:00Z,10,Thursday,0,1,3,Morning,32,18,0,0,55,1,4,3,0,4,0.183,3.66,0,4.758,9.98,73.47,13.47,78.18,-0.2693,1.2575,1.3397,0.7517,-1.0021,-0.6505,-0.6329,-0.8295,0.8948,1.1891,1.5868,-1.2898,-0.1534,-0.5248,-1.009,0.4286,0.875,0.8875,0.7246,0.2034,0.305,0,0.2626,0.6923,0.7547,0.907,0.1783,0.2798,0,0.0508
T01750,2023-01-19,10:30:00,Metro,Route_17,Station_10,Station_46,10:34:00,11:20:00,0,25,Fog,21.6,85,43,13.3,Concert,0,66,0,1,3,Summer,1,0,2023-01-19T05:00:00Z,2023-01-19T05:04:00Z,2023-01-19T05:50:00Z,10,Thursday,0,1,3,Morning,25,25,0,0,46,1,2,3,1,3,0.4845,9.288,0,31.977,7.53,77.5,13.47,78.18,-1.3861,1.2575,0.5644,0.9976,0.7935,0.5949,-0.6329,0.5391,0.2681,1.8117,0.7933,0.1771,1.0622,-0.5248,0.5385,0.0952,0.875,0.665,0.7971,0.7288,0.665,0,0.6667,0.5577,0.8868,0.6977,0.4838,0.5218,0,0.3414
T01751,2023-01-19,10:45:00,Metro,Route_6,Station_19,Station_34,10:48:00,11:23:00,2,19,Snow,20.9,72,47,10.8,None,2000,46,0,0,3,Spring,1,0,2023-01-19T05:15:00Z,2023-01-19T05:18:00Z,2023-01-19T05:53:00Z,10,Thursday,0,1,3,Morning,21,17,0,0,35,1,2,5,0,2,0.7549,9.823,92,34.7254,7.83,75.61,13.84,76.29,-1.067,0.6116,0.5034,0.3583,1.0252,0.1625,0.3897,-0.1452,-0.0901,1.1002,-0.1767,1.4927,1.1777,0.2451,0.6947,0.1905,0.6875,0.6475,0.6087,0.7966,0.54,0.4,0.4646,0.4808,0.7358,0.4419,0.7579,0.5447,0.1859,0.3707
T01752,2023-01-19,11:00:00,Train,Route_5,Station_3,Station_41,11:02:00,11:54:00,0,17,Fog,4.9,53,35,7.9,Festival,500,49,0,0,3,Autumn,1,0,2023-01-19T05:30:00Z,2023-01-19T05:32:00Z,2023-01-19T06:24:00Z,11,Thursday,0,1,3,Morning,17,17,0,0,52,1,3,3,2,4,0.3359,1.715,24.5,16.4591,8.2,70.73,13.87,75.51,-1.3861,0.3964,-0.8904,-0.5761,0.3301,-0.3391,-0.3772,-0.0426,-0.4482,1.1002,1.3223,-0.5459,-0.5735,-0.3198,-0.3438,0.0952,0.625,0.2475,0.3333,0.5932,0.395,0.1,0.4949,0.4038,0.7358,0.8372,0.3332,0.1962,0.0495,0.1757
T01753,2023-01-19,11:15:00,Tram,Route_8,Station_24,Station_10,11:15:00,12:03:00,3,6,Snow,10.8,63,17,3.6,Sports,5000,7,1,0,3,Autumn,1,0,2023-01-19T05:45:00Z,2023-01-19T05:45:00Z,2023-01-19T06:33:00Z,11,Thursday,0,1,3,Morning,9,3,0,0,48,0,4,5,5,4,0.4584,1.836,35,3.2088,8.4,80,13.31,74.31,-0.9074,-0.7878,-0.3764,-0.0843,-0.7125,-1.0829,1.9237,-1.4797,-1.1644,-0.145,0.9696,0.0501,-0.5474,-0.2319,-1.0971,0.2381,0.2812,0.395,0.4783,0.2881,0.18,1,0.0707,0.25,0.4717,0.7442,0.4574,0.2014,0.0707,0.0343
T01754,2023-01-19,11:30:00,Bus,Route_2,Station_5,Station_17,11:32:00,11:50:00,10,8,Fog,22.3,88,22,12,None,0,54,0,0,3,Autumn,1,0,2023-01-19T06:00:00Z,2023-01-19T06:02:00Z,2023-01-19T06:20:00Z,11,Thursday,0,1,3,Morning,18,-2,0,0,18,0,1,3,0,4,0.3517,4.906,0,18.9918,8.3,62.16,13.22,77.27,0.2093,-0.5725,0.6253,1.1451,-0.4229,0.37,-0.6329,0.1285,-0.3587,-0.5897,-1.6756,-0.469,0.1157,-0.5248,-0.1998,0.5714,0.3438,0.6825,0.8406,0.3729,0.6,0,0.5455,0.4231,0.3774,0.0465,0.3492,0.3334,0,0.2028
T01755,2023-01-19,11:45:00,Metro,Route_16,Station_3,Station_17,11:45:00,12:08:00,7,26,Cloudy,30.7,31,34,16.6,None,0,76,0,0,3,Summer,1,0,2023-01-19T06:15:00Z,2023-01-19T06:15:00Z,2023-01-19T06:38:00Z,11,Thursday,0,1,3,Morning,33,19,0,0,23,1,2,2,0,3,0.5047,10.438,0,38.3572,8.2,70.73,13.16,68.75,-0.2693,1.3652,1.3571,-1.658,0.2722,1.1657,-0.6329,0.8813,0.9843,1.278,-1.2347,0.2754,1.3106,-0.5248,0.9012,0.4286,0.9062,0.8925,0.0145,0.5763,0.83,0,0.7677,0.7115,0.7736,0.1628,0.5043,0.5712,0,0.4095
T01756,2023-01-19,12:00:00,Bus,Route_20,Station_27,Station_3,12:01:00,12:47:00,16,29,Snow,7.6,31,48,12,None,0,41,0,0,3,Autumn,1,0,2023-01-19T06:30:00Z,2023-01-19T06:31:00Z,2023-01-19T07:17:00Z,12,Thursday,0,1,3,Afternoon,45,13,0,0,46,1,1,5,0,4,0.7839,3.648,0,32.1399,9.75,66.67,13.46,75.26,1.1665,1.6881,-0.6552,-1.658,1.0831,0.37,-0.6329,-0.3163,2.0587,0.7444,0.7933,1.6338,-0.156,-0.5248,0.5477,0.8571,1,0.315,0.0145,0.8136,0.6,0,0.4141,0.9423,0.6604,0.6977,0.7873,0.2793,0,0.3431
T01757,2023-01-19,12:15:00,Bus,Route_12,Station_16,Station_31,12:18:00,12:52:00,5,14,Storm,3.6,39,32,12.2,Sports,2000,66,1,0,3,Autumn,1,0,2023-01-19T06:45:00Z,2023-01-19T06:48:00Z,2023-01-19T07:22:00Z,12,Thursday,0,1,3,Afternoon,19,9,0,0,34,0,1,6,5,4,0.7066,1.152,132,46.6356,8.65,83.78,14.29,80,-0.5884,0.0734,-1.0037,-1.2645,0.1564,0.4046,0.3897,0.5391,-0.2691,0.3887,-0.2648,1.2577,-0.6951,0.5799,1.3719,0.3333,0.5312,0.215,0.1304,0.5424,0.61,0.4,0.6667,0.4423,0.5849,0.4186,0.7089,0.172,0.2667,0.4979
T01758,2023-01-19,12:30:00,Tram,Route_6,Station_49,Station_1,12:31:00,13:15:00,15,10,Storm,18.7,52,50,10.2,None,500,19,0,0,3,Winter,1,0,2023-01-19T07:00:00Z,2023-01-19T07:01:00Z,2023-01-19T07:45:00Z,12,Thursday,0,1,3,Afternoon,25,-5,0,0,44,0,4,6,0,1,0.7581,9.35,9.5,14.4039,8.04,67.35,13.84,76.29,1.007,-0.3572,0.3117,-0.6252,1.199,0.0587,-0.3772,-1.0691,0.2681,-0.8565,0.6169,1.5083,1.0756,-0.4453,-0.4606,0.8095,0.4062,0.5925,0.3188,0.8475,0.51,0.1,0.1919,0.5577,0.3208,0.6512,0.7611,0.5244,0.0192,0.1538
T01759,2023-01-19,12:45:00,Tram,Route_1,Station_15,Station_12,12:46:00,13:44:00,0,18,Snow,-2.3,44,53,7.8,None,5000,44,1,0,3,Winter,1,0,2023-01-19T07:15:00Z,2023-01-19T07:16:00Z,2023-01-19T08:14:00Z,12,Thursday,0,1,3,Afternoon,18,18,0,0,58,1,4,5,0,1,0.7254,-1.219,220,31.9176,7.7,77.27,13.43,73.56,-1.3861,0.504,-1.5176,-1.0187,1.3728,-0.3564,1.9237,-0.2136,-0.3587,1.1891,1.8513,1.3492,-1.2072,1.3163,0.5351,0.0952,0.6562,0.0675,0.2029,0.8983,0.39,1,0.4444,0.4231,0.7547,0.9767,0.728,0.0701,0.4444,0.3408
T01760,2023-01-19,13:00:00,Metro,Route_4,Station_35,Station_39,13:00:00,13:38:00,14,17,Rain,23.6,46,35,9.1,None,2000,34,0,0,3,Winter,1,0,2023-01-19T07:30:00Z,2023-01-19T07:30:00Z,2023-01-19T08:08:00Z,13,Thursday,0,1,3,Afternoon,31,3,0,0,38,1,2,4,0,1,0.3599,8.26,68,12.2366,8.92,84.62,12.68,72.12,0.8475,0.3964,0.7386,-0.9203,0.3301,-0.1316,0.3897,-0.5558,0.8052,-0.145,0.0879,-0.4291,0.8402,0.0443,-0.5838,0.7619,0.625,0.715,0.2319,0.5932,0.455,0.4,0.3434,0.6731,0.4717,0.5116,0.3576,0.4776,0.1374,0.1306
T01761,2023-01-19,13:15:00,Tram,Route_17,Station_12,Station_4,13:17:00,13:40:00,5,-3,Storm,23.1,43,16,19.8,None,5000,76,0,1,3,Autumn,0,0,2023-01-19T07:45:00Z,2023-01-19T07:47:00Z,2023-01-19T08:10:00Z,13,Thursday,0,1,3,Afternoon,2,-8,0,1,23,0,4,6,0,4,0.7772,3.696,380,59.0672,10.31,66.67,13.47,78.18,-0.5884,-1.7566,0.695,-1.0678,-0.7704,1.7192,1.9237,0.8813,-1.7912,-1.1233,-1.2347,1.6012,-0.1456,2.6553,2.0787,0.3333,0,0.7025,0.1884,0.2712,0.99,1,0.7677,0.1154,0.2642,0.1628,0.7805,0.2814,0.7677,0.6306
T01762,2023-01-19,13:30:00,Tram,Route_13,Station_41,Station_42,13:34:00,13:50:00,7,11,Rain,9.2,45,38,15,Parade,5000,19,0,1,3,Winter,1,0,2023-01-19T08:00:00Z,2023-01-19T08:04:00Z,2023-01-19T08:20:00Z,13,Thursday,0,1,3,Afternoon,18,4,0,0,16,0,4,4,3,1,0.4931,3.496,95,9.3689,7.91,71.43,11.93,69.64,-0.2693,-0.2495,-0.5158,-0.9695,0.5039,0.8889,1.9237,-1.0691,-0.3587,-0.056,-1.852,0.2189,-0.1888,0.2702,-0.7469,0.4286,0.4375,0.355,0.2174,0.6441,0.75,1,0.1919,0.4231,0.4906,0,0.4926,0.2728,0.1919,0.1
T01763,2023-01-19,13:45:00,Tram,Route_18,Station_44,Station_13,13:45:00,14:12:00,-1,18,Storm,30.7,61,33,8.6,Festival,0,23,0,0,3,Spring,1,0,2023-01-19T08:15:00Z,2023-01-19T08:15:00Z,2023-01-19T08:42:00Z,13,Thursday,0,1,3,Afternoon,17,19,1,0,27,1,4,6,2,2,0.6397,10.131,0,14.7131,10.24,76.32,14.13,75.25,-1.5456,0.504,1.3571,-0.1826,0.2143,-0.2181,-0.6329,-0.9322,-0.4482,1.278,-0.882,0.9322,1.2443,-0.5248,-0.443,0.0476,0.6562,0.8925,0.4493,0.5593,0.43,0,0.2323,0.4038,0.7736,0.2558,0.6411,0.558,0,0.1571
T01764,2023-01-19,14:00:00,Bus,Route_5,Station_26,Station_34,14:04:00,14:52:00,9,28,Clear,15.1,52,11,9.1,None,0,56,0,0,3,Winter,1,0,2023-01-19T08:30:00Z,2023-01-19T08:34:00Z,2023-01-19T09:22:00Z,14,Thursday,0,1,3,Afternoon,37,19,0,0,48,1,1,1,0,1,0.2378,1.661,0,13.3168,7.39,80.49,13.87,75.51,0.0498,1.5805,-0.0019,-0.6252,-1.06,-0.1316,-0.6329,0.1969,1.3424,1.278,0.9696,-1.0232,-0.5852,-0.5248,-0.5224,0.5238,0.9688,0.5025,0.3188,0.1864,0.455,0,0.5657,0.7885,0.7736,0.7442,0.2338,0.1939,0,0.1422
T01765,2023-01-19,14:15:00,Metro,Route_3,Station_47,Station_42,14:16:00,14:55:00,3,29,Clear,20.8,63,4,10,Sports,0,54,1,0,3,Autumn,1,0,2023-01-19T08:45:00Z,2023-01-19T08:46:00Z,2023-01-19T09:25:00Z,14,Thursday,0,1,3,Afternoon,32,26,0,0,39,1,2,1,5,4,0.2202,0.832,0,11.8908,8.43,70.59,13.07,71.93,-0.9074,1.6881,0.4947,-0.0843,-1.4655,0.0241,-0.6329,0.1285,0.8948,1.9006,0.176,-1.1088,-0.7642,-0.5248,-0.6035,0.2381,1,0.645,0.4783,0.0678,0.5,0,0.5455,0.6923,0.9057,0.5349,0.216,0.1583,0,0.1269
T01766,2023-01-19,14:30:00,Train,Route_11,Station_34,Station_21,14:34:00,15:13:00,-1,19,Snow,3.4,45,47,13.2,Festival,0,8,0,0,3,Winter,1,0,2023-01-19T09:00:00Z,2023-01-19T09:04:00Z,2023-01-19T09:43:00Z,14,Thursday,0,1,3,Afternoon,18,20,1,0,39,1,3,5,2,1,0.8029,1.598,0,6.4232,9.57,71.43,13.34,72.73,-1.5456,0.6116,-1.0211,-0.9695,1.0252,0.5776,-0.6329,-1.4454,-0.3587,1.367,0.176,1.7262,-0.5988,-0.5248,-0.9144,0.0476,0.6875,0.21,0.2174,0.7966,0.66,0,0.0808,0.4231,0.7925,0.5349,0.8065,0.1912,0,0.0686
T01767,2023-01-19,14:45:00,Bus,Route_13,Station_23,Station_22,14:47:00,15:29:00,18,-2,Storm,11.7,63,39,9.3,None,0,93,0,0,3,Winter,0,0,2023-01-19T09:15:00Z,2023-01-19T09:17:00Z,2023-01-19T09:59:00Z,14,Thursday,0,1,3,Afternoon,16,-20,0,1,42,0,1,6,0,1,0.6842,4.563,0,63.6306,9.51,79.07,11.93,69.64,1.4856,-1.6489,-0.298,-0.0843,0.5618,-0.097,-0.6329,1.463,-0.5377,-2.1905,0.4406,1.1487,0.0416,-0.5248,2.3381,0.9524,0.0312,0.4175,0.4783,0.661,0.465,0,0.9394,0.3846,0.0377,0.6047,0.6862,0.3186,0,0.6793
T01768,2023-01-19,15:00:00,Tram,Route_4,Station_31,Station_4,15:00:00,15:38:00,0,-2,Cloudy,29.5,62,54,13.7,Sports,0,88,1,0,3,Winter,0,0,2023-01-19T09:30:00Z,2023-01-19T09:30:00Z,2023-01-19T10:08:00Z,15,Thursday,0,1,3,Afternoon,-2,-2,0,1,38,0,4,2,5,1,0.5484,15.93,0,48.2592,8.88,66.67,12.68,72.12,-1.3861,-1.6489,1.2526,-0.1335,1.4307,0.6641,-0.6329,1.2919,-2.1493,-0.5897,0.0879,0.488,2.4968,-0.5248,1.4642,0.0952,0.0312,0.8625,0.4638,0.9153,0.685,0,0.8889,0.0385,0.3774,0.5116,0.5486,0.8073,0,0.5152
T01769,2023-01-19,15:15:00,Bus,Route_14,Station_50,Station_18,15:17:00,16:03:00,14,25,Rain,3.5,97,26,6.6,None,0,15,0,0,3,Spring,1,0,2023-01-19T09:45:00Z,2023-01-19T09:47:00Z,2023-01-19T10:33:00Z,15,Thursday,0,1,3,Afternoon,39,11,0,0,46,1,1,4,0,2,0.2641,0.91,0,3.9615,8.9,74.36,13.5,75.24,0.8475,1.2575,-1.0124,1.5877,-0.1912,-0.564,-0.6329,-1.2059,1.5215,0.5665,0.7933,-0.8952,-0.7474,-0.5248,-1.0543,0.7619,0.875,0.2125,0.971,0.4407,0.33,0,0.1515,0.8269,0.6226,0.6977,0.2605,0.1616,0,0.0423
T01770,2023-01-19,15:30:00,Tram,Route_11,Station_20,Station_5,15:32:00,15:59:00,4,-1,Storm,10.6,72,59,8.2,Concert,0,54,0,0,3,Spring,0,0,2023-01-19T10:00:00Z,2023-01-19T10:02:00Z,2023-01-19T10:29:00Z,15,Thursday,0,1,3,Afternoon,3,-5,0,1,27,0,4,6,1,2,0.7639,6.254,0,41.2506,9.05,72.09,13.34,72.73,-0.7479,-1.5413,-0.3939,0.3583,1.7203,-0.2873,-0.6329,0.1285,-1.7016,-0.8565,-0.882,1.5365,0.4069,-0.5248,1.0657,0.2857,0.0625,0.39,0.6087,1,0.41,0,0.5455,0.1346,0.3208,0.2558,0.767,0.3913,0,0.4404
T01771,2023-01-19,15:45:00,Tram,Route_10,Station_12,Station_19,15:45:00,16:16:00,18,3,Snow,7.7,93,39,17.3,Concert,0,71,0,1,3,Summer,0,0,2023-01-19T10:15:00Z,2023-01-19T10:15:00Z,2023-01-19T10:46:00Z,15,Thursday,0,1,3,Afternoon,21,-15,0,0,31,0,4,5,1,3,0.8441,3.003,0,59.9311,10.31,66.67,11.81,70.93,1.4856,-1.1107,-0.6465,1.391,0.5618,1.2868,-0.6329,0.7102,-0.0901,-1.7459,-0.5294,1.9267,-0.2953,-0.5248,2.1278,0.9524,0.1875,0.3175,0.913,0.661,0.865,0,0.7172,0.4808,0.1321,0.3488,0.8483,0.2516,0,0.6398
T01772,2023-01-19,16:00:00,Bus,Route_19,Station_23,Station_2,16:02:00,16:52:00,2,25,Rain,1,47,12,6.6,Parade,0,57,0,0,3,Autumn,1,0,2023-01-19T10:30:00Z,2023-01-19T10:32:00Z,2023-01-19T11:22:00Z,16,Thursday,0,1,3,Afternoon,27,23,0,0,50,1,1,4,3,4,0.193,0.12,0,11.001,9.51,79.07,13.36,76.84,-1.067,1.2575,-1.2301,-0.8711,-1.0021,-0.564,-0.6329,0.2312,0.4471,1.6338,1.146,-1.2412,-0.918,-0.5248,-0.6541,0.1905,0.875,0.15,0.2464,0.2034,0.33,0,0.5758,0.5962,0.8491,0.7907,0.1884,0.1277,0,0.1174
T01773,2023-01-19,16:15:00,Metro,Route_18,Station_4,Station_12,16:18:00,16:41:00,-2,19,Fog,6.6,97,25,19.3,None,0,63,0,0,3,Spring,1,0,2023-01-19T10:45:00Z,2023-01-19T10:48:00Z,2023-01-19T11:11:00Z,16,Thursday,0,1,3,Afternoon,17,21,1,0,23,1,2,3,0,2,0.5129,1.65,0,32.3127,7.95,80.95,14.13,75.25,-1.7051,0.6116,-0.7423,1.5877,-0.2491,1.6327,-0.6329,0.4365,-0.4482,1.4559,-1.2347,0.3153,-0.5875,-0.5248,0.5576,0,0.6875,0.29,0.971,0.4237,0.965,0,0.6364,0.4038,0.8113,0.1628,0.5126,0.1934,0,0.345
T01774,2023-01-19,16:30:00,Tram,Route_6,Station_23,Station_17,16:33:00,17:06:00,5,12,Snow,4.3,90,13,3.5,Sports,0,91,0,1,3,Spring,1,0,2023-01-19T11:00:00Z,2023-01-19T11:03:00Z,2023-01-19T11:36:00Z,16,Thursday,0,1,3,Afternoon,17,7,0,0,33,0,4,5,5,2,0.4361,0.559,0,39.6851,9.51,79.07,13.84,76.29,-0.5884,-0.1419,-0.9427,1.2435,-0.9442,-1.1002,-0.6329,1.3945,-0.4482,0.2108,-0.353,-0.0584,-0.8232,-0.5248,0.9767,0.3333,0.4688,0.2325,0.8696,0.2203,0.175,0,0.9192,0.4038,0.5472,0.3953,0.4348,0.1465,0,0.4237
T01775,2023-01-19,16:45:00,Metro,Route_15,Station_48,Station_10,16:48:00,17:14:00,9,27,Storm,31.9,49,31,4.8,None,0,75,0,1,3,Spring,1,0,2023-01-19T11:15:00Z,2023-01-19T11:18:00Z,2023-01-19T11:44:00Z,16,Thursday,0,1,3,Afternoon,36,18,0,0,26,1,2,6,0,2,0.5536,9.889,0,41.52,8.91,84.09,13.99,77.68,0.0498,1.4728,1.4616,-0.7728,0.0984,-0.8753,-0.6329,0.8471,1.2529,1.1891,-0.9702,0.5133,1.192,-0.5248,1.081,0.5238,0.9375,0.9225,0.2754,0.5254,0.24,0,0.7576,0.7692,0.7547,0.2326,0.5539,0.5476,0,0.4433
T01776,2023-01-19,17:00:00,Train,Route_10,Station_48,Station_34,17:04:00,17:50:00,11,-3,Cloudy,24.6,40,10,9.3,None,5000,87,1,0,3,Autumn,0,0,2023-01-19T11:30:00Z,2023-01-19T11:34:00Z,2023-01-19T12:20:00Z,17,Thursday,0,1,3,Afternoon,8,-14,0,1,46,0,3,2,0,4,0.2368,2.46,435,20.6016,8.91,84.09,11.81,70.93,0.3689,-1.7566,0.8257,-1.2154,-1.118,-0.097,1.9237,1.2577,-1.254,-1.6569,0.7933,-1.0281,-0.4126,3.1156,-0.1083,0.619,0,0.74,0.1449,0.1695,0.465,1,0.8788,0.2308,0.1509,0.6977,0.2328,0.2282,0.8788,0.2199
T01777,2023-01-19,17:15:00,Tram,Route_5,Station_1,Station_6,17:17:00,17:40:00,13,14,Fog,7.6,75,37,15.9,Parade,0,48,0,1,3,Summer,1,0,2023-01-19T11:45:00Z,2023-01-19T11:47:00Z,2023-01-19T12:10:00Z,17,Thursday,0,1,3,Afternoon,27,1,0,0,23,0,4,3,3,3,0.506,2.812,0,24.288,7.47,67.5,13.87,75.51,0.6879,0.0734,-0.6552,0.5058,0.446,1.0446,-0.6329,-0.0768,0.4471,-0.3228,-1.2347,0.2817,-0.3366,-0.5248,0.1013,0.7143,0.5312,0.315,0.6522,0.6271,0.795,0,0.4848,0.5962,0.434,0.1628,0.5056,0.2434,0,0.2593
T01778,2023-01-19,17:30:00,Metro,Route_5,Station_25,Station_8,17:30:00,18:06:00,7,11,Snow,25.5,93,15,14.6,Sports,5000,28,0,0,3,Autumn,1,0,2023-01-19T12:00:00Z,2023-01-19T12:00:00Z,2023-01-19T12:36:00Z,17,Thursday,0,1,3,Afternoon,18,4,0,0,36,0,2,5,5,4,0.6681,3.825,140,18.7068,9.57,70,13.87,75.51,-0.2693,-0.2495,0.9041,1.391,-0.8283,0.8198,1.9237,-0.7611,-0.3587,-0.056,-0.0885,1.0704,-0.1178,0.6468,-0.216,0.4286,0.4375,0.7625,0.913,0.2542,0.73,1,0.2828,0.4231,0.4906,0.4651,0.6699,0.2869,0.2828,0.1997
