trip_id,date,hour,transport_type,route_id,origin_station,destination_station,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed,total_delay,delay_change,time_of_day_bucket,is_weekend,weather_severity_index,event_impact_score
T01514,2023-01-16,23,Metro,Route_19,Station_44,Station_32,13,23,Storm,12,17.8,Protest,500,33,0,1,0,Winter,1,36,10,Evening,1,0.8999,16.5
T01515,2023-01-16,23,Train,Route_15,Station_38,Station_15,-2,9,Storm,15.4,5.6,None,0,20,0,0,0,Winter,1,7,11,Evening,1,0.6764,0
T01516,2023-01-17,0,Tram,Route_20,Station_19,Station_27,3,10,Clear,2.3,7,Sports,0,24,0,0,1,Summer,1,13,7,Night,0,0.2569,0
T01517,2023-01-17,0,Tram,Route_14,Station_7,Station_28,8,26,Clear,33.6,12.4,None,5000,88,0,0,1,Summer,1,34,18,Night,0,0.4004,440
T01518,2023-01-17,0,Metro,Route_6,Station_35,Station_17,13,9,Cloudy,18.2,19.3,Sports,0,21,0,0,1,Summer,1,22,-4,Night,0,0.5841,0
T01519,2023-01-17,0,Bus,Route_4,Station_48,Station_46,2,12,Rain,15.9,7.4,Festival,0,22,0,0,1,Autumn,1,14,10,Night,0,0.2039,0
T01520,2023-01-17,1,Train,Route_8,Station_18,Station_50,13,3,Clear,-4.6,0.6,Parade,5000,24,0,0,1,Spring,0,16,-10,Night,0,0.3018,120
T01521,2023-01-17,1,Bus,Route_17,Station_16,Station_2,4,23,Rain,14.4,8.9,None,0,77,0,1,1,Winter,1,27,19,Night,0,0.4627,0
T01522,2023-01-17,1,Bus,Route_9,Station_39,Station_36,16,11,Rain,28.5,10.9,None,5000,77,0,0,1,Summer,1,27,-5,Night,0,0.3959,385
T01523,2023-01-17,1,Bus,Route_1,Station_4,Station_50,-2,24,Fog,3.8,16,Parade,5000,25,1,0,1,Summer,1,22,26,Night,0,0.3656,125
T01524,2023-01-17,2,Bus,Route_20,Station_25,Station_7,6,3,Snow,9,14.6,Festival,0,29,0,0,1,Summer,0,9,-3,Night,0,0.6173,0
T01525,2023-01-17,2,Tram,Route_14,Station_32,Station_13,15,16,Snow,-4.2,19.3,None,0,89,0,0,1,Winter,1,31,1,Night,0,0.7163,0
T01526,2023-01-17,2,Tram,Route_11,Station_40,Station_15,10,28,Snow,34.1,15.7,None,0,37,0,1,1,Winter,1,38,18,Night,0,0.8782,0
T01527,2023-01-17,2,Bus,Route_3,Station_13,Station_25,12,28,Rain,-2.3,6,None,5000,85,0,0,1,Spring,1,40,16,Night,0,0.2725,425
T01528,2023-01-17,3,Train,Route_9,Station_45,Station_23,0,22,Fog,30.9,12.8,Parade,0,33,0,0,1,Autumn,1,22,22,Night,0,0.3881,0
T01529,2023-01-17,3,Metro,Route_14,Station_17,Station_22,7,16,Cloudy,7.5,13.4,None,2000,88,0,1,1,Spring,1,23,9,Night,0,0.3035,176
T01530,2023-01-17,3,Train,Route_9,Station_49,Station_26,6,14,Cloudy,18.5,20,None,5000,99,0,1,1,Winter,1,20,8,Night,0,0.41,495
T01531,2023-01-17,3,Train,Route_4,Station_37,Station_33,10,11,Snow,22.2,2.8,Concert,5000,76,0,1,1,Spring,1,21,1,Night,0,0.5543,380
T01532,2023-01-17,4,Train,Route_4,Station_6,Station_11,13,18,Cloudy,0.6,3.8,Festival,5000,92,0,1,1,Summer,1,31,5,Night,0,0.3099,460
T01533,2023-01-17,4,Bus,Route_8,Station_19,Station_10,0,18,Fog,12.8,3.1,Protest,2000,72,0,0,1,Spring,1,18,18,Night,0,0.1637,144
T01534,2023-01-17,4,Tram,Route_2,Station_13,Station_25,19,17,Snow,8,11.8,None,5000,14,0,0,1,Summer,1,36,-2,Night,0,0.5359,70
T01535,2023-01-17,4,Train,Route_9,Station_26,Station_37,12,-2,Fog,-2.7,2.7,None,0,94,0,0,1,Spring,0,10,-14,Night,0,0.2777,0
T01536,2023-01-17,5,Bus,Route_14,Station_14,Station_48,14,14,Cloudy,28.3,13.1,Parade,2000,43,0,0,1,Summer,1,28,0,Night,0,0.5314,86
T01537,2023-01-17,5,Train,Route_9,Station_31,Station_43,11,19,Snow,-3.2,16.1,Sports,2000,90,0,0,1,Spring,1,30,8,Night,0,0.871,180
T01538,2023-01-17,5,Train,Route_16,Station_4,Station_38,4,9,Fog,21.1,8.7,Concert,0,94,0,1,1,Autumn,1,13,5,Night,0,0.2451,0
T01539,2023-01-17,5,Bus,Route_17,Station_39,Station_41,17,5,Storm,7.6,11.2,Sports,0,9,0,0,1,Spring,0,22,-12,Night,0,0.5544,0
T01540,2023-01-17,6,Tram,Route_16,Station_8,Station_45,13,3,Storm,2.7,18.3,None,500,36,0,1,1,Winter,0,16,-10,Morning,0,0.737,18
T01541,2023-01-17,6,Tram,Route_12,Station_25,Station_24,18,-3,Fog,21.7,11.4,Sports,0,6,0,0,1,Winter,0,15,-21,Morning,0,0.3499,0
T01542,2023-01-17,6,Metro,Route_3,Station_13,Station_40,5,-2,Fog,18,4.2,None,0,31,0,0,1,Summer,0,3,-7,Morning,0,0.0941,0
T01543,2023-01-17,6,Bus,Route_11,Station_32,Station_46,1,0,Clear,7.6,6.9,None,0,10,0,0,1,Winter,0,1,-1,Morning,0,0.2854,0
T01544,2023-01-17,7,Metro,Route_14,Station_38,Station_33,17,10,Clear,15.5,10.6,Festival,5000,47,0,0,1,Summer,1,27,-7,Morning,0,0.5017,235
T01545,2023-01-17,7,Metro,Route_18,Station_38,Station_17,12,28,Rain,4.8,3.1,None,0,91,0,0,1,Autumn,1,40,16,Morning,0,0.1281,0
T01546,2023-01-17,7,Metro,Route_5,Station_28,Station_24,2,-2,Snow,29.5,12.3,None,5000,67,0,0,1,Winter,0,0,-4,Morning,0,0.8052,335
T01547,2023-01-17,7,Tram,Route_16,Station_30,Station_37,10,10,Rain,7.6,20,None,0,47,0,0,1,Winter,1,20,0,Morning,0,0.4151,0
T01548,2023-01-17,8,Bus,Route_20,Station_3,Station_2,3,16,Rain,4.8,13.1,None,0,44,0,1,1,Summer,1,19,13,Morning,0,0.4398,0
T01549,2023-01-17,8,Metro,Route_5,Station_28,Station_32,2,21,Cloudy,25.1,7.4,Protest,0,94,1,0,1,Autumn,1,23,19,Morning,0,0.1581,0
T01550,2023-01-17,8,Bus,Route_3,Station_3,Station_24,14,4,Storm,-4.3,6.6,Concert,500,92,0,0,1,Autumn,0,18,-10,Morning,0,0.4523,46
T01551,2023-01-17,8,Bus,Route_12,Station_45,Station_9,4,24,Cloudy,5.7,18.6,None,5000,32,0,0,1,Spring,1,28,20,Morning,0,0.4938,160
T01552,2023-01-17,9,Tram,Route_1,Station_34,Station_4,3,17,Snow,10,17.4,None,2000,3,0,0,1,Summer,1,20,14,Morning,0,0.8004,6
T01553,2023-01-17,9,Metro,Route_9,Station_16,Station_17,-1,19,Fog,30.3,9.4,None,2000,46,1,1,1,Summer,1,18,20,Morning,0,0.2388,92
T01554,2023-01-17,9,Metro,Route_9,Station_22,Station_17,8,28,Clear,33,7.1,None,0,89,0,1,1,Autumn,1,36,20,Morning,0,0.1775,0
T01555,2023-01-17,9,Bus,Route_4,Station_32,Station_50,4,4,Snow,23.7,14.2,Sports,2000,52,0,1,1,Summer,0,8,0,Morning,0,0.711,104
T01556,2023-01-17,10,Train,Route_3,Station_38,Station_48,19,27,Fog,14.7,6.3,None,0,30,1,0,1,Winter,1,46,8,Morning,0,0.131,0
T01557,2023-01-17,10,Tram,Route_17,Station_8,Station_30,18,12,Snow,20.6,2.4,Sports,0,30,0,0,1,Winter,1,30,-6,Morning,0,0.4853,0
T01558,2023-01-17,10,Tram,Route_2,Station_8,Station_40,5,23,Fog,11.6,6.2,None,5000,26,0,1,1,Winter,1,28,18,Morning,0,0.3629,130
T01559,2023-01-17,10,Tram,Route_1,Station_6,Station_11,2,14,Clear,7,8.7,None,5000,88,0,1,1,Summer,1,16,12,Morning,0,0.4587,440
T01560,2023-01-17,11,Tram,Route_8,Station_14,Station_21,15,11,Fog,33,5.1,None,0,47,0,1,1,Spring,1,26,-4,Morning,0,0.4019,0
T01561,2023-01-17,11,Metro,Route_13,Station_32,Station_21,19,23,Rain,-0.4,4.3,None,5000,35,0,1,1,Spring,1,42,4,Morning,0,0.1317,175
T01562,2023-01-17,11,Metro,Route_15,Station_35,Station_18,13,13,Snow,8.9,0.1,Festival,2000,48,0,0,1,Autumn,1,26,0,Morning,0,0.5512,96
T01563,2023-01-17,11,Train,Route_8,Station_10,Station_29,11,-2,Clear,31,12.6,None,0,30,0,0,1,Summer,0,9,-13,Morning,0,0.4451,0
T01564,2023-01-17,12,Tram,Route_12,Station_3,Station_24,9,27,Fog,23.9,12.3,None,0,43,0,1,1,Autumn,1,36,18,Afternoon,0,0.4289,0
T01565,2023-01-17,12,Tram,Route_12,Station_12,Station_10,14,-1,Rain,-3.8,3.8,Festival,5000,58,0,1,1,Summer,0,13,-15,Afternoon,0,0.2692,290
T01566,2023-01-17,12,Bus,Route_14,Station_49,Station_45,2,13,Rain,-4.1,18.9,Concert,2000,22,0,1,1,Spring,1,15,11,Afternoon,0,0.4795,44
T01567,2023-01-17,12,Metro,Route_15,Station_31,Station_17,11,10,Storm,15.7,8.2,None,0,98,0,0,1,Winter,1,21,-1,Afternoon,0,0.6012,0
T01568,2023-01-17,13,Tram,Route_15,Station_29,Station_18,3,10,Rain,14.4,0.5,Parade,500,67,0,0,1,Summer,1,13,7,Afternoon,0,0.1981,33.5
T01569,2023-01-17,13,Train,Route_9,Station_5,Station_42,12,-3,Cloudy,12.7,4.4,None,0,91,0,0,1,Spring,0,9,-15,Afternoon,0,0.3676,0
T01570,2023-01-17,13,Train,Route_19,Station_25,Station_48,4,25,Clear,7.1,13.8,Sports,0,41,0,0,1,Spring,1,29,21,Afternoon,0,0.4386,0
T01571,2023-01-17,13,Metro,Route_20,Station_41,Station_20,11,0,Clear,34.5,4,None,500,41,0,0,1,Spring,0,11,-11,Afternoon,0,0.1308,20.5
T01572,2023-01-17,14,Train,Route_8,Station_31,Station_37,15,29,Clear,5.9,1.1,Concert,0,12,0,1,1,Winter,1,44,14,Afternoon,0,0.2457,0
T01573,2023-01-17,14,Train,Route_19,Station_21,Station_45,-2,13,Fog,14.6,12.4,None,500,0,1,0,1,Spring,1,11,15,Afternoon,0,0.4665,0
T01574,2023-01-17,14,Metro,Route_6,Station_20,Station_18,3,24,Snow,11.2,10.4,None,5000,75,0,0,1,Autumn,1,27,21,Afternoon,0,0.5079,375
T01575,2023-01-17,14,Tram,Route_20,Station_39,Station_17,0,22,Fog,1.8,15.2,Concert,5000,52,0,0,1,Spring,1,22,22,Afternoon,0,0.5683,260
T01576,2023-01-17,15,Tram,Route_19,Station_22,Station_9,2,4,Cloudy,3.1,15.5,Concert,2000,39,0,0,1,Spring,0,6,2,Afternoon,0,0.5437,78
T01577,2023-01-17,15,Train,Route_4,Station_4,Station_14,9,14,Snow,31.7,19.2,Sports,5000,89,0,0,1,Summer,1,23,5,Afternoon,0,0.8465,445
T01578,2023-01-17,15,Train,Route_7,Station_13,Station_49,8,27,Rain,29.3,1.1,Festival,5000,45,0,1,1,Summer,1,35,19,Afternoon,0,0.0322,225
T01579,2023-01-17,15,Tram,Route_4,Station_45,Station_29,10,23,Fog,3,0.8,None,0,86,1,0,1,Summer,1,33,13,Afternoon,0,0.1431,0
T01580,2023-01-17,16,Metro,Route_12,Station_42,Station_31,13,12,Snow,30,19.7,None,5000,21,0,0,1,Spring,1,25,-1,Afternoon,0,0.765,105
T01581,2023-01-17,16,Train,Route_13,Station_50,Station_4,15,6,Rain,3.4,12.9,Concert,0,51,0,1,1,Spring,1,21,-9,Afternoon,0,0.4613,0
T01582,2023-01-17,16,Bus,Route_3,Station_49,Station_18,14,8,Snow,20.1,14.3,Sports,0,27,1,0,1,Autumn,1,22,-6,Afternoon,0,0.652,0
T01583,2023-01-17,16,Metro,Route_12,Station_20,Station_20,14,18,Rain,-1.7,1.9,None,500,52,0,0,1,Winter,1,32,4,Afternoon,0,0.1498,26
T01584,2023-01-17,17,Train,Route_2,Station_13,Station_47,8,12,Snow,30.2,1.4,None,0,62,0,0,1,Spring,1,20,4,Afternoon,0,0.628,0
T01585,2023-01-17,17,Train,Route_2,Station_17,Station_43,17,8,Fog,-2.9,3.2,None,0,16,0,0,1,Winter,1,25,-9,Afternoon,0,0.3335,0
T01586,2023-01-17,17,Bus,Route_9,Station_36,Station_44,7,7,Fog,17.2,8.5,Parade,2000,63,0,0,1,Spring,1,14,0,Afternoon,0,0.4496,126
T01587,2023-01-17,17,Bus,Route_1,Station_33,Station_9,13,16,Cloudy,26.2,2.2,None,0,5,0,0,1,Winter,1,29,3,Afternoon,0,0.0796,0
T01588,2023-01-17,18,Tram,Route_8,Station_1,Station_13,-1,-3,Storm,-0.3,8.9,None,5000,13,0,1,1,Summer,0,-4,-2,Evening,0,0.7474,65
T01589,2023-01-17,18,Metro,Route_6,Station_15,Station_15,14,23,Clear,11.2,11.2,None,0,16,0,0,1,Spring,1,37,9,Evening,0,0.4019,0
T01590,2023-01-17,18,Metro,Route_6,Station_13,Station_27,19,-1,Fog,-3.3,0,Protest,5000,37,0,0,1,Autumn,0,18,-20,Evening,0,0.0966,185
T01591,2023-01-17,18,Tram,Route_18,Station_17,Station_15,17,8,Fog,22.3,2.3,Festival,0,68,0,0,1,Winter,1,25,-9,Evening,0,0.3053,0
T01592,2023-01-17,19,Metro,Route_17,Station_24,Station_28,7,26,Rain,7.3,7.5,Protest,500,12,0,0,1,Summer,1,33,19,Evening,0,0.1753,6
T01593,2023-01-17,19,Metro,Route_12,Station_8,Station_37,10,5,Storm,17.4,1.1,Festival,0,52,1,0,1,Autumn,0,15,-5,Evening,0,0.4847,0
T01594,2023-01-17,19,Metro,Route_6,Station_50,Station_19,9,-3,Fog,32.3,2.7,None,500,8,0,1,1,Summer,0,6,-12,Evening,0,0.1913,4
T01595,2023-01-17,19,Metro,Route_8,Station_27,Station_26,12,0,Snow,7.2,4.6,None,0,43,0,0,1,Spring,0,12,-12,Evening,0,0.6411,0
T01596,2023-01-17,20,Metro,Route_19,Station_45,Station_26,4,11,Storm,-3.1,8.6,Sports,0,25,0,0,1,Autumn,1,15,7,Evening,0,0.66,0
T01597,2023-01-17,20,Bus,Route_10,Station_23,Station_25,19,23,Clear,22,14.3,None,0,76,0,1,1,Winter,1,42,4,Evening,0,0.4333,0
T01598,2023-01-17,20,Metro,Route_1,Station_46,Station_26,18,4,Snow,26.5,2.7,None,0,18,1,0,1,Winter,0,22,-14,Evening,0,0.5828,0
T01599,2023-01-17,20,Bus,Route_13,Station_8,Station_26,10,19,Rain,33.3,14.8,Protest,5000,47,0,0,1,Autumn,1,29,9,Evening,0,0.5094,235
T01600,2023-01-17,21,Metro,Route_17,Station_8,Station_46,9,11,Cloudy,1.3,17.1,Sports,0,80,0,0,1,Winter,1,20,2,Evening,0,0.4232,0
T01601,2023-01-17,21,Tram,Route_3,Station_26,Station_28,9,23,Snow,10.7,13,Parade,500,79,0,0,1,Summer,1,32,14,Evening,0,0.6005,39.5
T01602,2023-01-17,21,Train,Route_8,Station_47,Station_49,-1,27,Clear,28.8,0.9,Parade,2000,29,0,0,1,Autumn,1,26,28,Evening,0,0.1553,58
T01603,2023-01-17,21,Bus,Route_14,Station_13,Station_18,2,4,Snow,27.3,8.8,None,0,31,0,0,1,Winter,0,6,2,Evening,0,0.7454,0
T01604,2023-01-17,22,Metro,Route_3,Station_39,Station_32,-1,26,Storm,20,13.2,Festival,0,77,0,0,1,Summer,1,25,27,Evening,0,0.5944,0
T01605,2023-01-17,22,Tram,Route_16,Station_37,Station_3,17,14,Storm,5.8,19.6,None,0,78,0,0,1,Winter,1,31,-3,Evening,0,0.9206,0
T01606,2023-01-17,22,Train,Route_13,Station_49,Station_2,10,0,Clear,6.4,19,Sports,0,75,0,1,1,Summer,0,10,-10,Evening,0,0.5171,0
T01607,2023-01-17,22,Bus,Route_20,Station_28,Station_33,0,18,Storm,-0,7.9,None,0,74,0,0,1,Spring,1,18,18,Evening,0,0.5393,0
T01608,2023-01-17,23,Train,Route_17,Station_25,Station_42,8,-1,Snow,31.9,12.3,None,0,68,0,0,1,Summer,0,7,-9,Evening,0,0.7442,0
T01609,2023-01-17,23,Tram,Route_13,Station_16,Station_19,13,11,Cloudy,1.9,17.8,Festival,0,10,0,0,1,Winter,1,24,-2,Evening,0,0.6558,0
T01610,2023-01-17,23,Bus,Route_6,Station_2,Station_17,-2,29,Snow,17.9,16.6,None,5000,97,0,0,1,Summer,1,27,31,Evening,0,0.8708,485
T01611,2023-01-17,23,Train,Route_17,Station_18,Station_44,16,10,Cloudy,18.4,9.6,Concert,5000,82,0,0,1,Winter,1,26,-6,Evening,0,0.4105,410
T01612,2023-01-18,0,Metro,Route_14,Station_17,Station_33,8,-3,Storm,9.8,5.2,None,2000,25,0,0,2,Autumn,0,5,-11,Night,0,0.6226,50
T01613,2023-01-18,0,Bus,Route_17,Station_30,Station_12,6,22,Snow,9.1,2.7,None,0,25,0,0,2,Autumn,1,28,16,Night,0,0.654,0
T01614,2023-01-18,0,Train,Route_8,Station_39,Station_49,11,4,Storm,21.7,9.8,None,0,16,0,0,2,Spring,0,15,-7,Night,0,0.7959,0
T01615,2023-01-18,0,Tram,Route_11,Station_13,Station_3,6,12,Cloudy,10.5,14.5,Concert,0,94,0,0,2,Summer,1,18,6,Night,0,0.3102,0
T01616,2023-01-18,1,Tram,Route_20,Station_32,Station_43,4,6,Storm,5.2,19.4,None,0,82,0,1,2,Spring,1,10,2,Night,0,0.7081,0
T01617,2023-01-18,1,Bus,Route_1,Station_50,Station_49,13,22,Fog,11,17.2,None,0,43,0,0,2,Autumn,1,35,9,Night,0,0.4099,0
T01618,2023-01-18,1,Train,Route_7,Station_29,Station_26,0,24,Rain,27.3,4.1,Sports,5000,83,0,1,2,Summer,1,24,24,Night,0,0.1074,415
T01619,2023-01-18,1,Bus,Route_17,Station_46,Station_35,16,8,Snow,33.7,14.4,None,0,22,0,1,2,Summer,1,24,-8,Night,0,0.6184,0
T01620,2023-01-18,2,Bus,Route_10,Station_30,Station_8,1,16,Fog,20.4,5.8,None,0,24,0,1,2,Spring,1,17,15,Night,0,0.3905,0
T01621,2023-01-18,2,Train,Route_11,Station_18,Station_36,4,10,Storm,26.3,13.7,Festival,500,91,0,1,2,Spring,1,14,6,Night,0,0.8383,45.5
T01622,2023-01-18,2,Train,Route_9,Station_13,Station_7,9,25,Storm,16.3,13.3,None,5000,36,0,0,2,Summer,1,34,16,Night,0,0.6472,180
T01623,2023-01-18,2,Metro,Route_9,Station_43,Station_46,15,8,Rain,20,5.4,None,0,75,0,0,2,Summer,1,23,-7,Night,0,0.4029,0
T01624,2023-01-18,3,Train,Route_5,Station_21,Station_46,2,14,Storm,34.5,4.7,Sports,0,64,0,0,2,Summer,1,16,12,Night,0,0.4346,0
T01625,2023-01-18,3,Tram,Route_17,Station_30,Station_36,19,-2,Rain,12.5,2.1,Sports,5000,1,0,1,2,Spring,0,17,-21,Night,0,0.1945,5
T01626,2023-01-18,3,Bus,Route_9,Station_21,Station_16,7,-2,Snow,-2.3,1,Sports,0,73,0,0,2,Winter,0,5,-9,Night,0,0.4268,0
T01627,2023-01-18,3,Bus,Route_17,Station_48,Station_24,9,13,Cloudy,33.3,17.2,Parade,500,97,0,0,2,Autumn,1,22,4,Night,0,0.5676,48.5
T01628,2023-01-18,4,Tram,Route_19,Station_17,Station_1,5,6,Rain,26.7,1,None,5000,31,0,0,2,Autumn,1,11,1,Night,0,0.0607,155
T01629,2023-01-18,4,Train,Route_7,Station_40,Station_49,16,14,Rain,10.9,1.8,Parade,5000,88,0,0,2,Spring,1,30,-2,Night,0,0.3309,440
T01630,2023-01-18,4,Tram,Route_9,Station_19,Station_25,12,18,Fog,34.3,4.8,Parade,0,73,0,0,2,Summer,1,30,6,Night,0,0.1722,0
T01631,2023-01-18,4,Tram,Route_7,Station_15,Station_10,-2,15,Storm,8.8,17.8,Festival,0,54,0,0,2,Autumn,1,13,17,Night,0,0.8338,0
T01632,2023-01-18,5,Metro,Route_13,Station_9,Station_16,0,-3,Snow,9.9,6.7,None,0,49,0,1,2,Autumn,0,-3,-3,Night,0,0.6017,0
T01633,2023-01-18,5,Tram,Route_11,Station_10,Station_16,15,20,Cloudy,19.4,3.8,Festival,0,64,0,1,2,Autumn,1,35,5,Night,0,0.2997,0
T01634,2023-01-18,5,Bus,Route_14,Station_44,Station_8,15,21,Clear,6,14.3,None,500,31,0,1,2,Autumn,1,36,6,Night,0,0.3469,15.5
T01635,2023-01-18,5,Tram,Route_19,Station_31,Station_29,-1,27,Rain,22.9,6.4,Sports,5000,36,0,1,2,Summer,1,26,28,Night,0,0.2195,180
T01636,2023-01-18,6,Bus,Route_11,Station_23,Station_39,2,27,Clear,1.1,6.7,None,0,75,0,0,2,Spring,1,29,25,Morning,0,0.1899,0
T01637,2023-01-18,6,Bus,Route_13,Station_30,Station_28,-2,-2,Storm,-0.7,14.8,Protest,0,81,0,1,2,Summer,0,-4,0,Morning,0,0.7738,0
T01638,2023-01-18,6,Bus,Route_14,Station_33,Station_6,7,15,Rain,16.4,5,Concert,0,93,0,0,2,Summer,1,22,8,Morning,0,0.1457,0
T01639,2023-01-18,6,Train,Route_13,Station_9,Station_16,17,8,Clear,17.2,17.9,None,0,12,0,1,2,Autumn,1,25,-9,Morning,0,0.4341,0
T01640,2023-01-18,7,Metro,Route_1,Station_47,Station_20,7,6,Fog,-0.7,11.2,Festival,0,53,0,0,2,Autumn,1,13,-1,Morning,0,0.3612,0
T01641,2023-01-18,7,Bus,Route_8,Station_1,Station_16,2,27,Clear,33.6,10.8,None,0,2,0,0,2,Summer,1,29,25,Morning,0,0.4956,0
T01642,2023-01-18,7,Bus,Route_12,Station_44,Station_7,15,18,Fog,17.9,5.3,Concert,5000,84,1,1,2,Summer,1,33,3,Morning,0,0.1975,420
T01643,2023-01-18,7,Train,Route_19,Station_35,Station_41,18,19,Cloudy,1,16.7,None,0,41,0,0,2,Summer,1,37,1,Morning,0,0.5321,0
T01644,2023-01-18,8,Bus,Route_12,Station_11,Station_14,12,19,Storm,7.5,11.5,Festival,0,77,0,0,2,Winter,1,31,7,Morning,0,0.5553,0
T01645,2023-01-18,8,Tram,Route_8,Station_34,Station_43,17,11,Snow,27,3.1,None,0,39,0,0,2,Autumn,1,28,-6,Morning,0,0.3772,0
T01646,2023-01-18,8,Tram,Route_8,Station_16,Station_26,5,22,Clear,15.9,4.1,None,0,73,0,0,2,Spring,1,27,17,Morning,0,0.2294,0
T01647,2023-01-18,8,Metro,Route_13,Station_9,Station_26,14,-1,Rain,2.5,9.4,None,0,65,0,0,2,Spring,0,13,-15,Morning,0,0.3811,0
T01648,2023-01-18,9,Bus,Route_12,Station_32,Station_14,9,19,Storm,-0.9,15.6,Sports,5000,59,0,0,2,Spring,1,28,10,Morning,0,0.7644,295
T01649,2023-01-18,9,Train,Route_16,Station_15,Station_7,18,16,Clear,12.2,18.8,Concert,5000,10,0,0,2,Winter,1,34,-2,Morning,0,0.6046,50
T01650,2023-01-18,9,Tram,Route_1,Station_12,Station_33,9,4,Rain,8.5,13.3,None,0,0,0,0,2,Winter,0,13,-5,Morning,0,0.3981,0
T01651,2023-01-18,9,Train,Route_13,Station_33,Station_26,-2,14,Rain,21.2,10.1,None,2000,25,0,0,2,Spring,1,12,16,Morning,0,0.4256,50
T01652,2023-01-18,10,Train,Route_7,Station_45,Station_45,1,2,Snow,32,5,None,0,41,0,0,2,Spring,0,3,1,Morning,0,0.5016,0
T01653,2023-01-18,10,Tram,Route_5,Station_14,Station_20,5,23,Snow,4.9,13.5,Festival,0,61,0,0,2,Spring,1,28,18,Morning,0,0.7529,0
T01654,2023-01-18,10,Train,Route_8,Station_8,Station_3,-2,11,Rain,29.2,19.6,Sports,500,60,0,0,2,Summer,1,9,13,Morning,0,0.4325,30
T01655,2023-01-18,10,Tram,Route_14,Station_8,Station_4,12,1,Snow,31.8,9.5,None,0,76,0,0,2,Autumn,0,13,-11,Morning,0,0.6628,0
T01656,2023-01-18,11,Train,Route_13,Station_27,Station_26,15,5,Rain,31.1,3.2,None,0,91,0,0,2,Winter,0,20,-10,Morning,0,0.2724,0
T01657,2023-01-18,11,Tram,Route_15,Station_12,Station_11,-2,3,Clear,33.1,2.1,None,0,99,0,1,2,Winter,0,1,5,Morning,0,0.2759,0
T01658,2023-01-18,11,Bus,Route_17,Station_1,Station_2,8,16,Cloudy,28.7,5.4,Festival,0,84,0,1,2,Summer,1,24,8,Morning,0,0.3673,0
T01659,2023-01-18,11,Metro,Route_15,Station_43,Station_14,-1,6,Snow,18.7,11.4,None,0,61,0,1,2,Winter,1,5,7,Morning,0,0.6296,0
T01660,2023-01-18,12,Tram,Route_20,Station_40,Station_44,-2,22,Fog,11.4,18.9,Sports,0,73,0,0,2,Spring,1,20,24,Afternoon,0,0.4592,0
T01661,2023-01-18,12,Tram,Route_18,Station_42,Station_30,9,0,Fog,14.7,6,None,0,11,0,0,2,Winter,0,9,-9,Afternoon,0,0.3945,0
T01662,2023-01-18,12,Metro,Route_18,Station_11,Station_49,13,20,Fog,29.9,6.1,None,2000,26,0,0,2,Summer,1,33,7,Afternoon,0,0.2389,52
T01663,2023-01-18,12,Tram,Route_2,Station_39,Station_12,19,10,Cloudy,7.1,9.6,None,0,66,0,0,2,Autumn,1,29,-9,Afternoon,0,0.3444,0
T01664,2023-01-18,13,Tram,Route_4,Station_43,Station_26,19,-3,Rain,1.4,18.4,Festival,0,27,0,1,2,Spring,0,16,-22,Afternoon,0,0.3932,0
T01665,2023-01-18,13,Train,Route_1,Station_31,Station_44,7,13,Rain,0.6,8.4,Festival,0,65,0,0,2,Winter,1,20,6,Afternoon,0,0.4527,0
T01666,2023-01-18,13,Metro,Route_4,Station_17,Station_33,15,20,Storm,28.1,4.5,None,5000,27,0,0,2,Spring,1,35,5,Afternoon,0,0.5628,135
T01667,2023-01-18,13,Bus,Route_18,Station_33,Station_13,12,23,Fog,25.5,3.3,None,0,94,0,0,2,Autumn,1,35,11,Afternoon,0,0.3151,0
T01668,2023-01-18,14,Tram,Route_5,Station_32,Station_14,14,3,Fog,14.9,9.1,None,5000,20,0,0,2,Winter,0,17,-11,Afternoon,0,0.365,100
T01669,2023-01-18,14,Metro,Route_19,Station_29,Station_24,7,5,Rain,6,16,Sports,0,6,0,0,2,Spring,0,12,-2,Afternoon,0,0.3809,0
T01670,2023-01-18,14,Train,Route_15,Station_21,Station_34,0,8,Fog,22.1,5.8,Concert,5000,94,0,0,2,Summer,1,8,8,Afternoon,0,0.238,470
T01671,2023-01-18,14,Bus,Route_8,Station_21,Station_44,18,17,Rain,-3.5,10.3,None,0,13,0,0,2,Summer,1,35,-1,Afternoon,0,0.3635,0
T01672,2023-01-18,15,Metro,Route_20,Station_40,Station_26,13,-1,Rain,17.7,12.1,None,0,38,0,0,2,Autumn,0,12,-14,Afternoon,0,0.5368,0
T01673,2023-01-18,15,Bus,Route_17,Station_23,Station_21,3,11,Snow,10.9,9,Protest,0,72,0,0,2,Autumn,1,14,8,Afternoon,0,0.4799,0
T01674,2023-01-18,15,Bus,Route_1,Station_6,Station_28,0,17,Rain,34.1,3.8,Concert,0,86,0,1,2,Autumn,1,17,17,Afternoon,0,0.32,0
T01675,2023-01-18,15,Bus,Route_12,Station_22,Station_48,6,6,Clear,15.3,18.4,None,500,61,0,1,2,Winter,1,12,0,Afternoon,0,0.6576,30.5
